City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Amsterdam,1928,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Bronze
Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,10m platform,M,Gold
Amsterdam,1928,Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,10m platform,M,Silver
Amsterdam,1928,Aquatics,Diving,"SJÖQVIST, Laura",SWE,Women,10m platform,W,Bronze
Amsterdam,1928,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",USA,Women,10m platform,W,Gold
Amsterdam,1928,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10m platform,W,Silver
Amsterdam,1928,Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,3m springboard,M,Bronze
Amsterdam,1928,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,3m springboard,M,Gold
Amsterdam,1928,Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Silver
Amsterdam,1928,Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Bronze
Amsterdam,1928,Aquatics,Diving,"MEANY, Helen",USA,Women,3m springboard,W,Gold
Amsterdam,1928,Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,3m springboard,W,Silver
Amsterdam,1928,Aquatics,Swimming,"WYATT, Paul",USA,Men,100m backstroke,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"KOJAC, George Harold",USA,Men,100m backstroke,M,Gold
Amsterdam,1928,Aquatics,Swimming,"LAUFER, Walter",USA,Men,100m backstroke,M,Silver
Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m backstroke,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,100m backstroke,W,Gold
Amsterdam,1928,Aquatics,Swimming,"KING, Ellen Elizabeth",GBR,Women,100m backstroke,W,Silver
Amsterdam,1928,Aquatics,Swimming,"TAKAISHI, Katsuo",JPN,Men,100m freestyle,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,100m freestyle,M,Gold
Amsterdam,1928,Aquatics,Swimming,"BARANY, Istvan",HUN,Men,100m freestyle,M,Silver
Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m freestyle,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,100m freestyle,W,Gold
Amsterdam,1928,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100m freestyle,W,Silver
Amsterdam,1928,Aquatics,Swimming,"CRABBE, Clarence",USA,Men,1500m freestyle,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,1500m freestyle,M,Gold
Amsterdam,1928,Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,1500m freestyle,M,Silver
Amsterdam,1928,Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
Amsterdam,1928,Aquatics,Swimming,"RADEMACHER, Erich",GER,Men,200m breaststroke,M,Silver
Amsterdam,1928,Aquatics,Swimming,"MÜHE, Charlotte",GER,Women,200m breaststroke,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"SCHRADER, Hilde",GER,Women,200m breaststroke,W,Gold
Amsterdam,1928,Aquatics,Swimming,"BARON, Mietje",NED,Women,200m breaststroke,W,Silver
Amsterdam,1928,Aquatics,Swimming,"BORG, Arne",SWE,Men,400m freestyle,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"ZORRILLA, Victoriano",ARG,Men,400m freestyle,M,Gold
Amsterdam,1928,Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,400m freestyle,M,Silver
Amsterdam,1928,Aquatics,Swimming,"MCKIM, Josephine E.",USA,Women,400m freestyle,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"NORELIUS, Martha",USA,Women,400m freestyle,W,Gold
Amsterdam,1928,Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,400m freestyle,W,Silver
Amsterdam,1928,Aquatics,Swimming,"REDFORD, Marie E.",RSA,Women,4x100m freestyle relay,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"RENNIE, Rhoda",RSA,Women,4x100m freestyle relay,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"RUSSELL, Kathleen",RSA,Women,4x100m freestyle relay,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"VAN DER GOES, Frederica Johanna",RSA,Women,4x100m freestyle relay,W,Bronze
Amsterdam,1928,Aquatics,Swimming,"LAMBERT, Adelaide T.",USA,Women,4x100m freestyle relay,W,Gold
Amsterdam,1928,Aquatics,Swimming,"NORELIUS, Martha",USA,Women,4x100m freestyle relay,W,Gold
Amsterdam,1928,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,4x100m freestyle relay,W,Gold
Amsterdam,1928,Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,4x100m freestyle relay,W,Gold
Amsterdam,1928,Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,4x100m freestyle relay,W,Silver
Amsterdam,1928,Aquatics,Swimming,"KING, Ellen Elizabeth",GBR,Women,4x100m freestyle relay,W,Silver
Amsterdam,1928,Aquatics,Swimming,"STEWART, Sarah Gillow Marshal",GBR,Women,4x100m freestyle relay,W,Silver
Amsterdam,1928,Aquatics,Swimming,"TANNER, Vera",GBR,Women,4x100m freestyle relay,W,Silver
Amsterdam,1928,Aquatics,Swimming,"AULT, Garnet Walter",CAN,Men,4x200m freestyle relay,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"BOURNE, Frederick Munroe",CAN,Men,4x200m freestyle relay,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"SPENCE, Walter",CAN,Men,4x200m freestyle relay,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"THOMPSON, James",CAN,Men,4x200m freestyle relay,M,Bronze
Amsterdam,1928,Aquatics,Swimming,"CLAPP, Austin Rhone",USA,Men,4x200m freestyle relay,M,Gold
Amsterdam,1928,Aquatics,Swimming,"KOJAC, George Harold",USA,Men,4x200m freestyle relay,M,Gold
Amsterdam,1928,Aquatics,Swimming,"LAUFER, Walter",USA,Men,4x200m freestyle relay,M,Gold
Amsterdam,1928,Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,4x200m freestyle relay,M,Gold
Amsterdam,1928,Aquatics,Swimming,"ARAI, Nobuo",JPN,Men,4x200m freestyle relay,M,Silver
Amsterdam,1928,Aquatics,Swimming,"SADA, Tokuhei",JPN,Men,4x200m freestyle relay,M,Silver
Amsterdam,1928,Aquatics,Swimming,"TAKAISHI, Katsuo",JPN,Men,4x200m freestyle relay,M,Silver
Amsterdam,1928,Aquatics,Swimming,"YONEYAMA, Hiroshi",JPN,Men,4x200m freestyle relay,M,Silver
Amsterdam,1928,Aquatics,Water polo,"BULTEEL, Emile J.",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"CUVELIER, Henri G.",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"DUJARDIN, Paul",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"KEIGNAERT, Jules",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"PADOU SR., Henri",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"ROGER, Ernest",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"THÉVENON, Albert",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"TRIBOUILLET, Achille C. M.",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"VAN DE PLANCKE, Albert D.",FRA,Men,water polo,M,Bronze
Amsterdam,1928,Aquatics,Water polo,"AMANN, Max",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"BÄHRE, Karl",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"BENECKE, Emil",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"BLANK, Johann",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"CORDES, Otto",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"GUNST, Fritz",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"RADEMACHER, Erich",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"RADEMACHER, Joachim",GER,Men,water polo,M,Gold
Amsterdam,1928,Aquatics,Water polo,"BARTA, István",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"HALASSY, Oliver",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"HOMONNAI, Márton",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"IVÁDY, Sándor",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"KESERU, Alajos",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"KESERU, Ferenc",HUN,Men,water polo,M,Silver
Amsterdam,1928,Aquatics,Water polo,"VRABELY, Jozsef",HUN,Men,water polo,M,Silver
Amsterdam,1928,Athletics,Athletics,"WIDE, Edvin",SWE,Men,10000m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"NURMI, Paavo",FIN,Men,10000m,M,Gold
Amsterdam,1928,Athletics,Athletics,"RITOLA, Ville",FIN,Men,10000m,M,Silver
Amsterdam,1928,Athletics,Athletics,"LAMMERS, Georg",GER,Men,100m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"WILLIAMS, Percy",CAN,Men,100m,M,Gold
Amsterdam,1928,Athletics,Athletics,"LONDON, John Edward",GBR,Men,100m,M,Silver
Amsterdam,1928,Athletics,Athletics,"SMITH, Ethel M.",CAN,Women,100m,W,Bronze
Amsterdam,1928,Athletics,Athletics,"ROBINSON, Elizabeth",USA,Women,100m,W,Gold
Amsterdam,1928,Athletics,Athletics,"ROSENFELD, Fanny",CAN,Women,100m,W,Silver
Amsterdam,1928,Athletics,Athletics,"COLLIER, John",USA,Men,110m hurdles,M,Bronze
Amsterdam,1928,Athletics,Athletics,"ATKINSON, Sidney",RSA,Men,110m hurdles,M,Gold
Amsterdam,1928,Athletics,Athletics,"ANDERSON, Stephen",USA,Men,110m hurdles,M,Silver
Amsterdam,1928,Athletics,Athletics,"PURJE, Eino Alfred",FIN,Men,1500m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"LARVA, Harri Edvin",FIN,Men,1500m,M,Gold
Amsterdam,1928,Athletics,Athletics,"LADOUMEGUE, Jules",FRA,Men,1500m,M,Silver
Amsterdam,1928,Athletics,Athletics,"KÖRNIG, Helmuth",GER,Men,200m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"WILLIAMS, Percy",CAN,Men,200m,M,Gold
Amsterdam,1928,Athletics,Athletics,"RANGELEY, Walter",GBR,Men,200m,M,Silver
Amsterdam,1928,Athletics,Athletics,"ANDERSEN, Ove",FIN,Men,3000m steeplechase,M,Bronze
Amsterdam,1928,Athletics,Athletics,"LOUKOLA, Toivo Aarne",FIN,Men,3000m steeplechase,M,Gold
Amsterdam,1928,Athletics,Athletics,"NURMI, Paavo",FIN,Men,3000m steeplechase,M,Silver
Amsterdam,1928,Athletics,Athletics,"BÜCHNER, Joachim",GER,Men,400m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"BARBUTI, Raymond James",USA,Men,400m,M,Gold
Amsterdam,1928,Athletics,Athletics,"BALL, James A.",CAN,Men,400m,M,Silver
Amsterdam,1928,Athletics,Athletics,"TAYLOR, Frederick Morgan",USA,Men,400m hurdles,M,Bronze
Amsterdam,1928,Athletics,Athletics,"BURGHLEY, David George",GBR,Men,400m hurdles,M,Gold
Amsterdam,1928,Athletics,Athletics,"CUHEL, Frank Josef",USA,Men,400m hurdles,M,Silver
Amsterdam,1928,Athletics,Athletics,"GILL, Cyril William",GBR,Men,4x100m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"LONDON, John Edward",GBR,Men,4x100m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"RANGELEY, Walter",GBR,Men,4x100m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"SMOUHA, Edward Ralph",GBR,Men,4x100m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"BORAH, Charles Edward",USA,Men,4x100m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"QUINN, James F.",USA,Men,4x100m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"RUSSELL, Henry Argue",USA,Men,4x100m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"WYKOFF, Frank Clifford",USA,Men,4x100m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"CORTS, Richard",GER,Men,4x100m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"HOUBEN, Hubert",GER,Men,4x100m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"KÖRNIG, Helmuth",GER,Men,4x100m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"LAMMERS, Georg",GER,Men,4x100m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"HOLDMANN, Anny",GER,Women,4x100m relay,W,Bronze
Amsterdam,1928,Athletics,Athletics,"JUNKER, Helene",GER,Women,4x100m relay,W,Bronze
Amsterdam,1928,Athletics,Athletics,"KELLNER, Rose",GER,Women,4x100m relay,W,Bronze
Amsterdam,1928,Athletics,Athletics,"SCHMIDT, Helene ""Leni""",GER,Women,4x100m relay,W,Bronze
Amsterdam,1928,Athletics,Athletics,"COOK, Myrtle Alice",CAN,Women,4x100m relay,W,Gold
Amsterdam,1928,Athletics,Athletics,"ROSENFELD, Fanny",CAN,Women,4x100m relay,W,Gold
Amsterdam,1928,Athletics,Athletics,"SMITH, Ethel M.",CAN,Women,4x100m relay,W,Gold
Amsterdam,1928,Athletics,Athletics,"THOMPSON, Jean",CAN,Women,4x100m relay,W,Gold
Amsterdam,1928,Athletics,Athletics,"CROSS, Jessica West",USA,Women,4x100m relay,W,Silver
Amsterdam,1928,Athletics,Athletics,"MCNEIL, Loretta T.",USA,Women,4x100m relay,W,Silver
Amsterdam,1928,Athletics,Athletics,"ROBINSON, Elizabeth",USA,Women,4x100m relay,W,Silver
Amsterdam,1928,Athletics,Athletics,"WASHBURN, Mary T.",USA,Women,4x100m relay,W,Silver
Amsterdam,1928,Athletics,Athletics,"BALL, James A.",CAN,Men,4x400m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"EDWARDS, Philip",CAN,Men,4x400m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"GLOVER, Stanley",CAN,Men,4x400m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"WILSON, Alexander S.",CAN,Men,4x400m relay,M,Bronze
Amsterdam,1928,Athletics,Athletics,"ALDERMAN, Frederick Pitt",USA,Men,4x400m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"BAIRD, George Hetzel",USA,Men,4x400m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"BARBUTI, Raymond James",USA,Men,4x400m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"SPENCER, Emerson Lane",USA,Men,4x400m relay,M,Gold
Amsterdam,1928,Athletics,Athletics,"ENGELHARD, Hermann",GER,Men,4x400m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"KREBS, Richard",GER,Men,4x400m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"NEUMANN, Otto",GER,Men,4x400m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"STORZ, Harry",GER,Men,4x400m relay,M,Silver
Amsterdam,1928,Athletics,Athletics,"WIDE, Edvin",SWE,Men,5000m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"RITOLA, Ville",FIN,Men,5000m,M,Gold
Amsterdam,1928,Athletics,Athletics,"NURMI, Paavo",FIN,Men,5000m,M,Silver
Amsterdam,1928,Athletics,Athletics,"ENGELHARD, Hermann",GER,Men,800m,M,Bronze
Amsterdam,1928,Athletics,Athletics,"LOWE, Douglas Gordon",GBR,Men,800m,M,Gold
Amsterdam,1928,Athletics,Athletics,"BYLEHN, Erik",SWE,Men,800m,M,Silver
Amsterdam,1928,Athletics,Athletics,"GENTZEL, Inga K.",SWE,Women,800m,W,Bronze
Amsterdam,1928,Athletics,Athletics,"RADKE, Karoline ""Lina""",GER,Women,800m,W,Gold
Amsterdam,1928,Athletics,Athletics,"HITOMI, Kinue",JPN,Women,800m,W,Silver
Amsterdam,1928,Athletics,Athletics,"DOHERTY, John Kenneth",USA,Men,decathlon,M,Bronze
Amsterdam,1928,Athletics,Athletics,"YRJÖLÄ, Paavo Ilmari",FIN,Men,decathlon,M,Gold
Amsterdam,1928,Athletics,Athletics,"JÄRVINEN, Akiles Eero Johannes",FIN,Men,decathlon,M,Silver
Amsterdam,1928,Athletics,Athletics,"CORSON, James Hunt",USA,Men,discus throw,M,Bronze
Amsterdam,1928,Athletics,Athletics,"HOUSER, Lemuel Clarence",USA,Men,discus throw,M,Gold
Amsterdam,1928,Athletics,Athletics,"KIVI, Antero Lauro",FIN,Men,discus throw,M,Silver
Amsterdam,1928,Athletics,Athletics,"SVEDBERG, Ruth A.",SWE,Women,discus throw,W,Bronze
Amsterdam,1928,Athletics,Athletics,"KONOPACKA, Halina",POL,Women,discus throw,W,Gold
Amsterdam,1928,Athletics,Athletics,"COPELAND, Lillian",USA,Women,discus throw,W,Silver
Amsterdam,1928,Athletics,Athletics,"BLACK, Edmund Franklin",USA,Men,hammer throw,M,Bronze
Amsterdam,1928,Athletics,Athletics,"O'CALLAGHAN, Patrick",IRL,Men,hammer throw,M,Gold
Amsterdam,1928,Athletics,Athletics,"SKIÖLD, Ossian E.",SWE,Men,hammer throw,M,Silver
Amsterdam,1928,Athletics,Athletics,"MENARD, Claude Charles",FRA,Men,high jump,M,Bronze
Amsterdam,1928,Athletics,Athletics,"KING, Robert Wade",USA,Men,high jump,M,Gold
Amsterdam,1928,Athletics,Athletics,"HEDGES, Benjamen Van Doren",USA,Men,high jump,M,Silver
Amsterdam,1928,Athletics,Athletics,"WILEY, Mildred Olive",USA,Women,high jump,W,Bronze
Amsterdam,1928,Athletics,Athletics,"CATHERWOOD, Ethel",CAN,Women,high jump,W,Gold
Amsterdam,1928,Athletics,Athletics,"GISOLF, Carolina Anna",NED,Women,high jump,W,Silver
Amsterdam,1928,Athletics,Athletics,"SUNDE, Olav",NOR,Men,javelin throw,M,Bronze
Amsterdam,1928,Athletics,Athletics,"LUNDQVIST, Erik H.",SWE,Men,javelin throw,M,Gold
Amsterdam,1928,Athletics,Athletics,"SZEPES-STRAUCH, Bela",HUN,Men,javelin throw,M,Silver
Amsterdam,1928,Athletics,Athletics,"BATES, Alfred Hilborn",USA,Men,long jump,M,Bronze
Amsterdam,1928,Athletics,Athletics,"HAMM, Edward Barton",USA,Men,long jump,M,Gold
Amsterdam,1928,Athletics,Athletics,"CATOR, Silvio M.",HAI,Men,long jump,M,Silver
Amsterdam,1928,Athletics,Athletics,"MARTTELIN, Martti B.",FIN,Men,marathon,M,Bronze
Amsterdam,1928,Athletics,Athletics,"EL OUAFI, BoughÃ©ra Mohamed",FRA,Men,marathon,M,Gold
Amsterdam,1928,Athletics,Athletics,"PLAZA REYES, Manuel",CHI,Men,marathon,M,Silver
Amsterdam,1928,Athletics,Athletics,"MCGINNIS, Charles English",USA,Men,pole vault,M,Bronze
Amsterdam,1928,Athletics,Athletics,"CARR, Sabin William",USA,Men,pole vault,M,Gold
Amsterdam,1928,Athletics,Athletics,"DROEGEMUELLER, William Herbert",USA,Men,pole vault,M,Silver
Amsterdam,1928,Athletics,Athletics,"HIRSCHFELD, Emil",GER,Men,shot put,M,Bronze
Amsterdam,1928,Athletics,Athletics,"KUCK, John H.",USA,Men,shot put,M,Gold
Amsterdam,1928,Athletics,Athletics,"BRIX, Herman Harold",USA,Men,shot put,M,Silver
Amsterdam,1928,Athletics,Athletics,"TUULOS, Vilho Immanuel",FIN,Men,triple jump,M,Bronze
Amsterdam,1928,Athletics,Athletics,"ODA, Mikio",JPN,Men,triple jump,M,Gold
Amsterdam,1928,Athletics,Athletics,"CASEY, Levi B.",USA,Men,triple jump,M,Silver
Amsterdam,1928,Boxing,Boxing,"CAVAGNOLI, Carlo",ITA,Men,- 50.8kg (flyweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"KOCSIS, Antal",HUN,Men,- 50.8kg (flyweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"APELL, Armand",FRA,Men,- 50.8kg (flyweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"MICHAELSEN, Michael Jacob",DEN,Men,+ 79.38kg (heavyweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"RODRIGUEZ JURADO, Arturo",ARG,Men,+ 79.38kg (heavyweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"RAMM, Nils Arvid",SWE,Men,+ 79.38kg (heavyweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"ISAACS, Harry",RSA,Men,50.8 - 53.52kg (bantamweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"TAMAGNINI, Vittorio",ITA,Men,50.8 - 53.52kg (bantamweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"DALEY, John Lawrence",USA,Men,50.8 - 53.52kg (bantamweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"DEVINE, Harold George",USA,Men,53.52 - 57.15kg (featherweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"VAN KLAVEREN, Lambertus",NED,Men,53.52 - 57.15kg (featherweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"PERALTA, Victor",ARG,Men,53.52 - 57.15kg (featherweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"BERGGREN, Gunnar A. E.",SWE,Men,57.15 - 61.24kg (lightweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"ORLANDI, Carlo",ITA,Men,57.15 - 61.24kg (lightweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"HALAIKO, Stephen Michael",USA,Men,57.15 - 61.24kg (lightweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"SMILLIE, Raymond",CAN,Men,61.24 - 66.68kg (welterweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"MORGAN, Edward",NZL,Men,61.24 - 66.68kg (welterweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"LANDINI, Raul",ARG,Men,61.24 - 66.68kg (welterweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"STEYAERT, Léonard",BEL,Men,66.68 - 72.57kg (middleweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"TOSCANI, Piero",ITA,Men,66.68 - 72.57kg (middleweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"HERMANEK, Jan",TCH,Men,66.68 - 72.57kg (middleweight),M,Silver
Amsterdam,1928,Boxing,Boxing,"MILJON, Karel Leendert",NED,Men,72.57 - 79.38kg (light-heavyweight),M,Bronze
Amsterdam,1928,Boxing,Boxing,"AVENDANO, Victor",ARG,Men,72.57 - 79.38kg (light-heavyweight),M,Gold
Amsterdam,1928,Boxing,Boxing,"PISTULLA, Ernst",GER,Men,72.57 - 79.38kg (light-heavyweight),M,Silver
Amsterdam,1928,Cycling,Cycling Road,"CARLSSON, Gösta V.",SWE,Men,individual time trial,M,Bronze
Amsterdam,1928,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",DEN,Men,individual time trial,M,Gold
Amsterdam,1928,Cycling,Cycling Road,"SOUTHALL, Frank William",GBR,Men,individual time trial,M,Silver
Amsterdam,1928,Cycling,Cycling Road,"CARLSSON, Gösta V.",SWE,Men,team time trial,M,Bronze
Amsterdam,1928,Cycling,Cycling Road,"JANSSON, Erik",SWE,Men,team time trial,M,Bronze
Amsterdam,1928,Cycling,Cycling Road,"JOHNSSON, E. Georg",SWE,Men,team time trial,M,Bronze
Amsterdam,1928,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",DEN,Men,team time trial,M,Gold
Amsterdam,1928,Cycling,Cycling Road,"JÖRGENSEN, Oving Orla",DEN,Men,team time trial,M,Gold
Amsterdam,1928,Cycling,Cycling Road,"NIELSEN, Leo",DEN,Men,team time trial,M,Gold
Amsterdam,1928,Cycling,Cycling Road,"LAUTERWASSER, John Jacob",GBR,Men,team time trial,M,Silver
Amsterdam,1928,Cycling,Cycling Road,"MIDDLETON, John Kenneth",GBR,Men,team time trial,M,Silver
Amsterdam,1928,Cycling,Cycling Road,"SOUTHALL, Frank William",GBR,Men,team time trial,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,1km Pursuit,M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"BEAUFRAND, Roger",FRA,Men,1km Pursuit,M,Gold
Amsterdam,1928,Cycling,Cycling Track,"MAZAIRAC, Antonius Hendrikus",NED,Men,1km Pursuit,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"GRAY, Edgar Laurence",AUS,Men,1km time trial,M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,1km time trial,M,Gold
Amsterdam,1928,Cycling,Cycling Track,"BOSCH VAN DRAKESTEIN, Gerald Henri",NED,Men,1km time trial,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"BERNHARDT, Hans",GER,Men,2000m tandem,M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"KÖTHER, Karl",GER,Men,2000m tandem,M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"LEENE, Bernardus Petrus",NED,Men,2000m tandem,M,Gold
Amsterdam,1928,Cycling,Cycling Track,"VAN DIJK, Daniel (Daan)",NED,Men,2000m tandem,M,Gold
Amsterdam,1928,Cycling,Cycling Track,"CHAMBERS, Ernest Henry",GBR,Men,2000m tandem,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"SIBBIT, John Ephraim",GBR,Men,2000m tandem,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"FALCK HANSEN, Willy",DEN,Men,Sprint indivual,M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"BEAUFRAND, Roger",FRA,Men,Sprint indivual,M,Gold
Amsterdam,1928,Cycling,Cycling Track,"MAZAIRAC, Antonius Hendrikus",NED,Men,Sprint indivual,M,Silver
Amsterdam,1928,Cycling,Cycling Track,"SOUTHALL, Michael George",GBR,Men,Team Pursuit (4000m),M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"WYLD, Frederick Henry",GBR,Men,Team Pursuit (4000m),M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"WYLD, Leonard Arthur",GBR,Men,Team Pursuit (4000m),M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"WYLD, Percy",GBR,Men,Team Pursuit (4000m),M,Bronze
Amsterdam,1928,Cycling,Cycling Track,"CATTANEO, Marco",ITA,Men,Team Pursuit (4000m),M,Gold
Amsterdam,1928,Cycling,Cycling Track,"FACCIANI, Cesare",ITA,Men,Team Pursuit (4000m),M,Gold
Amsterdam,1928,Cycling,Cycling Track,"LUSIANI, Mario",ITA,Men,Team Pursuit (4000m),M,Gold
Amsterdam,1928,Cycling,Cycling Track,"TASSELLI, Luigi",ITA,Men,Team Pursuit (4000m),M,Gold
